Country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,c,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age,year,"Population, total",GDP per capita (constant 2015 US$),GNI (current US$),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Military expenditure (% of GDP),obs_true_val,Military_Cost,obs_true_val_grpd,Life_excpet_grp,Inflation_grp,Military_Cost_grp
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,15351799,8550.711454,75513565363,3.843272957,76.87,2.703282046,9980,23114.98476,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2001,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2001,15523978,8722.575326,69168915164,3.56910053,76.773,2.667495173,9980,23267.42758,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2002,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2002,15693790,8904.537903,67591110727,2.489398167,77.445,2.552093091,9980,22725.20966,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2003,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2003,15859112,9227.912116,72630370596,2.810178757,77.387,2.733843212,9980,25227.6649,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2004,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2004,16017966,9746.183042,91777917798,1.054738714,77.616,2.707975136,9980,26392.42135,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,16175311,10214.73255,1.13E+11,3.052576214,78.016,2.521502877,9980,25756.47752,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2006,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2006,16334575,10727.10263,1.37E+11,3.392017337,78.261,2.49083178,9980,26719.40814,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2007,99.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2007,16495538,11171.41947,1.56E+11,4.407799384,77.826,2.318802202,9970,25904.31207,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2008,16661462,11479.28156,1.66E+11,8.71626873,78.484,2.584010483,9980,29662.58388,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,16833447,11234.96794,1.60E+11,0.353045178,78.741,2.263607889,9980,25431.56206,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2010,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2010,17004162,11773.00412,2.03E+11,1.41071108,78.501,2.23946831,9980,26365.26964,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2011,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2011,17173573,12382.37917,2.29E+11,3.341216943,79.11,2.254395656,9990,27914.7818,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,17341771,13017.06753,2.53E+11,3.007448402,79.023,2.046290407,9980,26636.70041,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2013,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2013,17509925,13318.59489,2.65E+11,1.78955554,79.339,1.986419474,9980,26456.31626,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2014,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2014,17687108,13421.53802,2.48E+11,4.718675279,79.473,1.958526713,9980,26286.44074,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2015,99.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2015,17870124,13569.9478,2.37E+11,4.348773532,79.746,1.898487266,9970,25762.3731,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2016,99.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2016,18083879,13644.62293,2.42E+11,3.786193559,80.079,1.91538872,9970,26134.75685,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2017,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2017,18368577,13615.52353,2.66E+11,2.182718469,80.35,1.935901075,9980,26358.30664,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2018,18701450,13906.77022,2.83E+11,2.434889814,80.133,1.86392777,9980,25921.21521,5k-10k,>65,<=10,>20k
Chile,CL,CHL,152,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2019,19039485,13765.11825,2.68E+11,2.557544757,80.326,1.856668653,9980,25557.26356,5k-10k,>65,<=10,>20k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,96.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,1262645000,2193.892991,1.20E+12,0.347811227,71.881,1.830343718,9660,4015.578254,5k-10k,>65,<=10,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2001,97.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2001,1271850000,2359.568217,1.32E+12,0.719125609,72.606,1.976185991,9730,4662.945656,5k-10k,>65,<=10,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2002,96.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2002,1280400000,2557.887094,1.46E+12,-0.731970902,72.985,2.049686062,9670,5242.865525,5k-10k,>65,,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2003,95.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2003,1288400000,2797.171718,1.65E+12,1.127603487,73.371,1.983406274,9590,5547.927936,5k-10k,>65,<=10,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2004,97.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2004,1296075000,3061.827764,1.95E+12,3.824637431,73.748,1.927764976,9730,5902.484327,5k-10k,>65,<=10,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,97.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,1303720000,3390.71017,2.27E+12,1.776414077,74.111,1.85334244,9750,6284.14706,5k-10k,>65,<=10,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2006,97.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2006,1311020000,3800.759082,2.75E+12,1.649430995,74.504,1.85464884,9780,7049.073423,5k-10k,>65,<=10,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2007,98.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2007,1317885000,4319.023769,3.56E+12,4.816767674,74.762,1.739812859,9840,7514.29309,5k-10k,>65,<=10,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,99.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2008,1324655000,4711.635127,4.62E+12,5.92525137,74.872,1.712334361,9910,8067.894722,5k-10k,>65,<=10,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,99.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,1331260000,5128.895068,5.09E+12,-0.728165251,75.343,1.886133152,9930,9673.779019,5k-10k,>65,,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2010,99.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2010,1337705000,5647.058752,6.06E+12,3.175324753,75.599,1.73947515,9960,9822.918371,5k-10k,>65,<=10,<=10k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2011,99.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2011,1345035000,6152.686005,7.48E+12,5.553898923,75.903,1.665576053,9970,10247.76647,5k-10k,>65,<=10,11k-20k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,99.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,1354190000,6591.650851,8.51E+12,2.619524326,76.192,1.693368163,9980,11162.09169,5k-10k,>65,<=10,11k-20k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2013,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2013,1363240000,7056.410627,9.49E+12,2.621050017,76.452,1.702855096,9990,12016.04479,5k-10k,>65,<=10,11k-20k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2014,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2014,1371860000,7532.771996,1.05E+13,1.921641628,76.717,1.728689068,9990,13021.8206,5k-10k,>65,<=10,11k-20k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2015,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2015,1379860000,8016.431435,1.10E+13,1.437023809,76.977,1.750717767,9990,14034.50894,5k-10k,>65,<=10,11k-20k
China,CN,CHN,156,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2016,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2016,1387790000,8516.513699,1.12E+13,2.000001822,77.218,1.770695719,9990,15080.15435,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,86.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,39215135,4003.840324,97729902124,9.225348186,71.32,3.031683539,8610,12138.3768,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2001,93.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2001,39837875,4007.383076,95787969671,7.965560903,71.502,3.323872819,9310,13320.03168,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2002,94.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2002,40454050,4045.160407,95331633504,6.351507288,71.939,3.417127624,9450,13822.82937,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2003,95,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2003,41057687,4141.857865,91408959392,7.129788629,72.361,3.463988691,9500,14347.3488,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2004,95.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2004,41648268,4300.879451,1.13E+11,5.904020055,72.695,3.465015174,9560,14902.61256,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,90.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,42220940,4447.405926,1.42E+11,5.051019627,73.081,3.352873388,9070,14911.58897,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2006,97.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2006,42772910,4684.885103,1.57E+11,4.293423636,73.468,3.276130639,9710,15348.29563,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2007,97.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2007,43306582,4938.939283,2.00E+11,5.544384858,73.837,3.266739663,9780,16134.22885,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,98.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2008,43815313,5041.878748,2.34E+11,6.996884956,74.295,3.744606437,9810,18879.85161,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,98.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,44313917,5041.962558,2.25E+11,4.202516612,74.742,3.885353868,9860,19589.80873,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2010,94.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2010,44816108,5209.544008,2.77E+11,2.272002279,75.033,3.642755602,9480,18977.09562,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2011,99.2,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2011,45308899,5510.900488,3.21E+11,3.415033448,75.32,3.081613642,9920,16982.46612,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,45782417,5667.293728,3.57E+11,3.169301888,75.597,3.158960235,9870,17902.75553,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2013,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2013,46237930,5899.554495,3.69E+11,2.016992243,75.827,3.274401004,9870,19317.50716,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2014,98.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2014,46677947,6106.862095,3.70E+11,2.898837878,76.043,3.108258848,9890,18981.70814,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2015,99,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2015,47119728,6228.426299,2.90E+11,4.989831158,76.257,3.109960084,9900,19370.15718,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2016,95.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2016,47625955,6290.852117,2.80E+11,7.513460246,76.471,3.071131026,9590,19320.03112,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2017,99.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2017,48351671,6280.663838,3.07E+11,4.314313257,76.646,3.209062437,9930,20155.0424,5k-10k,>65,<=10,>20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,98.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2018,49276961,6320.762084,3.26E+11,3.240569329,76.748,3.062105511,9840,19354.84041,5k-10k,>65,<=10,11k-20k
Colombia,CO,COL,170,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,98.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2019,50187406,6403.877096,3.16E+11,3.523019327,76.752,3.140733964,9880,20112.87429,5k-10k,>65,<=10,>20k
Comoros,KM,COM,174,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,61.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,536758,1202.13131,351478562.7,0,58.757,0,6180,0,5k-10k,36-65,<=10,<=10k
Comoros,KM,COM,174,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,82.2,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,684553,1307.972953,1014150701,6.314744503,61.834,0,8220,0,5k-10k,36-65,<=10,<=10k
Congo,CG,COG,178,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,83.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,3672839,2142.705976,5043792455,3.094490115,58.126,1.657893917,8340,3552.379203,5k-10k,36-65,<=10,<=10k
Congo,CG,COG,178,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,92.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,4713257,2468.558484,16736473529,5.010187731,62.317,0,9250,0,5k-10k,36-65,<=10,<=10k
Congo,CG,COG,178,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2015,91.2,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2015,5064386,2347.818499,11824419776,3.169097968,63.233,0,9120,0,5k-10k,36-65,<=10,<=10k
Cook Islands,CK,COK,184,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,98,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,,,0,0,0,0,0,9800,0,5k-10k,0-35,<=10,<=10k
Cook Islands,CK,COK,184,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,100,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,,,0,0,0,0,0,10000,0,5k-10k,0-35,<=10,<=10k
Cook Islands,CK,COK,184,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,100,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,,,0,0,0,0,0,10000,0,5k-10k,0-35,<=10,<=10k
Cook Islands,CK,COK,184,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,100,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,,,0,0,0,0,0,10000,0,5k-10k,0-35,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,96.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,3979193,7646.026942,14324865024,10.96154966,77.586,0,9660,0,5k-10k,>65,Nov-20,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2001,98,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2001,4053222,7768.438519,15242076050,11.25561571,77.545,0,9800,0,5k-10k,>65,Nov-20,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2002,98.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2002,4122623,7898.632694,15816313240,9.167520485,77.983,0,9850,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2003,98.2,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2003,4188610,8109.824442,16474690501,9.447580916,78.072,0,9820,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2004,98.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2004,4252800,8340.829384,17822680870,12.31481502,78.331,0,9850,0,5k-10k,>65,Nov-20,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,98.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,4315887,8545.746794,19287327645,13.79829491,78.505,0,9850,0,5k-10k,>65,Nov-20,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2006,98.6,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2006,4378172,9041.386288,22054984715,11.47059681,78.514,0,9860,0,5k-10k,>65,Nov-20,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2007,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2007,4440019,9647.860353,26197334290,9.357244564,78.462,0,9870,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,99.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2008,4501921,9966.047881,30213120048,13.42446355,78.445,0,9910,0,5k-10k,>65,Nov-20,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,99.1,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,4563127,9746.490149,29744533974,7.842701677,78.672,0,9910,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2010,95.3,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2010,4622252,10137.5816,36472426417,5.662757084,78.67,0,9530,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2011,98.4,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2011,4679926,10453.52198,41344489895,4.87799831,79.348,0,9840,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2012,98.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2012,4736593,10832.75615,45775952700,4.495453144,79.283,0,9890,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2013,99,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2013,4791535,10975.69576,49121590241,5.231336142,79.403,0,9900,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2014,99.2,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2014,4844288,11240.71096,49902499563,4.519200985,78.774,0,9920,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2015,90,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2015,4895242,11529.95453,54062014185,0.801982005,79.086,0,9000,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2016,98.8,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2016,4945205,11893.32259,56395465464,-0.017478851,79.459,0,9880,0,5k-10k,>65,,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2017,98.7,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2017,4993842,12267.16135,57355100765,1.62590693,79.377,0,9870,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,98.5,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2018,5040734,12470.95672,59076173255,2.221114615,79.484,0,9850,0,5k-10k,>65,<=10,<=10k
Costa Rica,CR,CRI,188,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,99,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2019,5084532,12662.42214,60585991196,2.096046353,79.427,0,9900,0,5k-10k,>65,<=10,<=10k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2000,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2000,4468302,8805.8584,21404519812,4.611315547,72.80780488,3.030055777,9990,26682.24212,5k-10k,>65,<=10,>20k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2001,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2001,4299642,9432.658578,22777720912,3.776702467,74.51292683,2.702773773,9990,25494.34221,5k-10k,>65,<=10,>20k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2002,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2002,4302174,9970.441715,26627008286,1.671784374,74.71731707,2.730633337,9990,27225.62053,5k-10k,>65,<=10,>20k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2003,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2003,4303399,10522.17468,33857715497,1.767337808,74.61390244,2.046298882,9990,21531.51429,5k-10k,>65,<=10,>20k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2004,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2004,4304600,10956.22331,41288762172,2.055396791,75.5202439,1.760143749,9990,19284.52797,5k-10k,>65,<=10,11k-20k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2005,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2005,4310145,11408.57605,44741231201,3.317178244,75.24463415,1.762328437,9990,20105.65801,5k-10k,>65,<=10,>20k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2006,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2006,4311159,11963.29163,49609394964,3.189825915,75.83682927,1.68580508,9990,20167.7778,5k-10k,>65,<=10,>20k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2007,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2007,4310217,12564.33464,59249336655,2.899282756,75.70560976,1.628430615,9990,20460.14718,5k-10k,>65,<=10,>20k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2008,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2008,4309705,12817.37807,68647810309,6.076968388,75.91219512,1.845187915,9990,23650.47112,5k-10k,>65,<=10,>20k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2009,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2009,4305181,11907.86704,60983186975,2.378528459,76.16829268,1.789834471,9990,21313.1109,5k-10k,>65,<=10,>20k
Croatia,HR,HRV,191,Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2010,99.9,Female,Units,%,Reported,Free,End of fieldwork,15 to 49 years old,2010,4295427,11788.85032,58634210572,1.030555053,76.47560976,1.681190601,9990,19819.30436,5k-10k,>65,<=10,11k-20k
